platform_post_id,author_handle,label,p_offensive,p_hate,hate_flag,lexicon_hits,lexicon_categories,fp_risk,engagement,text
2078971392880463966,cfc_kany,neither,0.12828506529331207,0.0016847437946125865,False,['fukuza'],['expulsion'],high,356,"RT @Naomikibandi: Gachagua in Kirinyaga rally right now.
Fukuza Ruto https://t.co/pQm5dCDGo9"
2078970380715180255,Breany_22,neither,0.12828506529331207,0.0016847437946125865,False,['fukuza'],['expulsion'],high,356,"RT @Naomikibandi: Gachagua in Kirinyaga rally right now.
Fukuza Ruto https://t.co/pQm5dCDGo9"
2078962474527715636,BobOtienoOwino,neither,0.12828506529331207,0.0016847437946125865,False,['fukuza'],['expulsion'],high,344,"RT @Naomikibandi: Gachagua in Kirinyaga rally right now.
Fukuza Ruto https://t.co/pQm5dCDGo9"
2078954239263478219,JosephM57666705,neither,0.12828506529331207,0.0016847437946125865,False,['fukuza'],['expulsion'],high,338,"RT @Naomikibandi: Gachagua in Kirinyaga rally right now.
Fukuza Ruto https://t.co/pQm5dCDGo9"
2078935956401402225,4lvo_,neither,0.12828506529331207,0.0016847437946125865,False,['fukuza'],['expulsion'],high,329,"RT @Naomikibandi: Gachagua in Kirinyaga rally right now.
Fukuza Ruto https://t.co/pQm5dCDGo9"
2078887984238092308,Kwisao19,neither,0.12828506529331207,0.0016847437946125865,False,['fukuza'],['expulsion'],high,255,"RT @Naomikibandi: Gachagua in Kirinyaga rally right now.
Fukuza Ruto https://t.co/pQm5dCDGo9"
2073893630524150080,denobrooks_,neither,0.3516002297401428,0.0020730094984173775,False,['fukuza'],['expulsion'],high,0,@EvanoMemba @HonKangata Sisi watu wa murang’a tuko sawa. Infact ame overwork sana. So we sent him to join the Linda wananchi team ndio tufukuze kasongo vizuri. You should mind what your governor is doing or has done and leave murang’a business alone.
2073307399293636953,NeShienu,neither,0.36321359872817993,0.0022774431854486465,False,['fukuza'],['expulsion'],high,13,"Junet: I thought Huyu Sifuna Mambo yake tulikua tunamalizia pale Bunge Kumbe Tunamjenga

Arati: Jana Alivuruga  Zaidii kwa bedroom ....Nilijaribu Goons lakini wapi

Matiangi :Mimi sioni Shida kwa Sifuna, SI ata alinisifu?

Junet: Simba, Ama Tufukuze Oburu ODM Tueke Sifuna party leader?

Arati:Mamuuúuuuuuuu..

Matiangi: Abujubuju.......☺️"
2078816081481740525,Naomikibandi,neither,0.2726808488368988,0.002354775322601199,False,['fukuza'],['expulsion'],high,1929,"Gachagua in Kirinyaga rally right now.
Fukuza Ruto https://t.co/pQm5dCDGo9"
2079575271426973768,Kamadeez,neither,0.09617318958044052,0.002705301158130169,False,['fukuza'],['expulsion'],high,179,"RT @Naomikibandi: ""2027 Election is time to tell Ruto,awache madharau na atuheshimu,fukuzeni yeye tutafukuza yeye mapema kuliko Olkalao”-Kiambu Governor Kimani Wamatangi https://t.co/mD1i0BMYAn"
2079575960047731145,eryc_C,neither,0.09617318958044052,0.002705301158130169,False,['fukuza'],['expulsion'],high,179,"RT @Naomikibandi: ""2027 Election is time to tell Ruto,awache madharau na atuheshimu,fukuzeni yeye tutafukuza yeye mapema kuliko Olkalao”-Kiambu Governor Kimani Wamatangi https://t.co/mD1i0BMYAn"
2079574703694356633,Bwatuti1,neither,0.09617318958044052,0.002705301158130169,False,['fukuza'],['expulsion'],high,179,"RT @Naomikibandi: ""2027 Election is time to tell Ruto,awache madharau na atuheshimu,fukuzeni yeye tutafukuza yeye mapema kuliko Olkalao”-Kiambu Governor Kimani Wamatangi https://t.co/mD1i0BMYAn"
2079519991381053491,Mapangala6,neither,0.09617318958044052,0.002705301158130169,False,['fukuza'],['expulsion'],high,103,"RT @Naomikibandi: ""2027 Election is time to tell Ruto,awache madharau na atuheshimu,fukuzeni yeye tutafukuza yeye mapema kuliko Olkalao”-Kiambu Governor Kimani Wamatangi https://t.co/mD1i0BMYAn"
2079519337073832314,RUFUSNgangaGonz,neither,0.09617318958044052,0.002705301158130169,False,['fukuza'],['expulsion'],high,103,"RT @Naomikibandi: ""2027 Election is time to tell Ruto,awache madharau na atuheshimu,fukuzeni yeye tutafukuza yeye mapema kuliko Olkalao”-Kiambu Governor Kimani Wamatangi https://t.co/mD1i0BMYAn"
2079521324792201382,OGBaccubla,neither,0.09617318958044052,0.002705301158130169,False,['fukuza'],['expulsion'],high,103,"RT @Naomikibandi: ""2027 Election is time to tell Ruto,awache madharau na atuheshimu,fukuzeni yeye tutafukuza yeye mapema kuliko Olkalao”-Kiambu Governor Kimani Wamatangi https://t.co/mD1i0BMYAn"
2079520727686934964,StanleyK82675,neither,0.09617318958044052,0.002705301158130169,False,['fukuza'],['expulsion'],high,103,"RT @Naomikibandi: ""2027 Election is time to tell Ruto,awache madharau na atuheshimu,fukuzeni yeye tutafukuza yeye mapema kuliko Olkalao”-Kiambu Governor Kimani Wamatangi https://t.co/mD1i0BMYAn"
2079520304238367059,JayPaulKe,neither,0.09617318958044052,0.002705301158130169,False,['fukuza'],['expulsion'],high,103,"RT @Naomikibandi: ""2027 Election is time to tell Ruto,awache madharau na atuheshimu,fukuzeni yeye tutafukuza yeye mapema kuliko Olkalao”-Kiambu Governor Kimani Wamatangi https://t.co/mD1i0BMYAn"
2079520078438019090,johnmburu737052,neither,0.09617318958044052,0.002705301158130169,False,['fukuza'],['expulsion'],high,103,"RT @Naomikibandi: ""2027 Election is time to tell Ruto,awache madharau na atuheshimu,fukuzeni yeye tutafukuza yeye mapema kuliko Olkalao”-Kiambu Governor Kimani Wamatangi https://t.co/mD1i0BMYAn"
2079521534855492004,nonicky,neither,0.09617318958044052,0.002705301158130169,False,['fukuza'],['expulsion'],high,103,"RT @Naomikibandi: ""2027 Election is time to tell Ruto,awache madharau na atuheshimu,fukuzeni yeye tutafukuza yeye mapema kuliko Olkalao”-Kiambu Governor Kimani Wamatangi https://t.co/mD1i0BMYAn"
2079520514985410711,Abdigutu7,neither,0.09617318958044052,0.002705301158130169,False,['fukuza'],['expulsion'],high,103,"RT @Naomikibandi: ""2027 Election is time to tell Ruto,awache madharau na atuheshimu,fukuzeni yeye tutafukuza yeye mapema kuliko Olkalao”-Kiambu Governor Kimani Wamatangi https://t.co/mD1i0BMYAn"
2075904980846866680,ntvkenya,neither,0.24963276088237762,0.002991324057802558,False,['nyoka'],['dehumanisation'],high,5,"Toto na Tetesi: Nyoka wahangaisha wachezaji kombe la dunia.

#MikikiMikiki @totoarege https://t.co/skjWtz4gYM"
2075645107739447414,Kuilean1,neither,0.24468576908111572,0.0032812519930303097,False,['nyoka'],['dehumanisation'],high,1,"@_KithureKindiki Yangu Iko, but nyoka na mayai yake lazima iende"
2073880519943524811,Real_Ashman,neither,0.4455161392688751,0.004009388852864504,False,['mende'],['dehumanisation'],high,3,@abbiezuena Hii ndio tunataka. Kaende Kaende ...Kifo Cha Mende hio siku itakua lit 🔥.  Tackles za Sifuna na chocha kaongo. Ayam ready for debate 😎
2078521912050004172,Maryian96,neither,0.2725866734981537,0.004152505658566952,False,['fukuza'],['expulsion'],high,205,"Ladies and Gentlemen The list of Mt. Kenya tūkūnias is finally out.
WASALITI WOTE! FAGIA….!!! 
can you see your Mp name here? huyo fukuza asubuhi before ukunywe chai 2027 sawa?
Gikaria -Nakuru East
Peter Kihungi -Kangema
Mark Mureithi Mwenje -Embakasi West
Kwenya Thuku – Kinangop
Mary Maingi – Mwea
George Gachagua – Ndaragwa
Kimani Ichung'wah – Kikuyu
Mwangi Kiunjuri – Laikipia East
Eric Wamumbi – Mathira
JohnFGathoni Wamuchomba– Githunguri
Duncan Mathenge – Nyeri Town
Michael Muchira – Ol Joro Orok
Faith Gitau – Nyandarua Woman Rep
Joseph Gitari – Kirinyaga Central
Alice Ng'ang'a – Thika Town
Mburu Kahangara – Lari
John Kiragu – Limuru
Githua Wamacukuru – Kabete
John Wanjiku – Kiambaa
Ann Muratha – Kiambu Woman Rep
Njoroge Kururia – Gatundu North
Gabriel Kagombe – Gatundu South
Simon King'ara – Ruiru
Machua Waithaka – Kiambu Town
Betty Maina – Murang'a Woman Rep
Edwin Mugo – Mathioya
Kimani Kuria – Molo
Samuel Gachobe – Subukia
Irene Njoki – Bahati
Charity Kathambi – Njoro
John Kiarie – Dagoretti South
Michael Wambugu – Othaya
David Gikaria – Nakuru Town East
George Kariuki – Ndia
Robert Gichimu – Gichugu
Ronald Karauri – Kasarani
Antony Wainaina – Kieni
Rahab Mukami – Nyeri Woman"
2075656598563811579,eliudlast,neither,0.3663889467716217,0.004914802964776754,False,['nyoka'],['dehumanisation'],high,1,@Kuilean1 @_KithureKindiki Nyoka ni gachagua na wamunyoro retards ... Tutam
2075513308401062059,citizentvkenya,neither,0.15320798754692078,0.006044801324605942,False,['nyoka'],['dehumanisation'],high,0,"Tiba ya sumu ya nyoka:

Kaunti ya Kirinyaga yaweka mikakati ya kuunda dawa

Maeneo mengi ya Kirinyaga yana nyoka wengi mno

#SemaNaCitizen https://t.co/yZegsHRXZL"
2079455488652005880,Naomikibandi,neither,0.32055503129959106,0.007650637533515692,False,['fukuza'],['expulsion'],high,611,"""2027 Election is time to tell Ruto,awache madharau na atuheshimu,fukuzeni yeye tutafukuza yeye mapema kuliko Olkalao”-Kiambu Governor Kimani Wamatangi https://t.co/mD1i0BMYAn"
2077048080159899669,Ismaelistic,neither,0.33395466208457947,0.008320590481162071,False,['nyoka'],['dehumanisation'],high,0,"Hii kenya ikipata opposition leader kama Ruto na rais kama sifuna ....hii kenya ita nyoka..

I support Ruto to be the best opposition leader...tuone wamunyoro anafanya kazi gani"
